MAC003748,0.176,Affluent,Std
MAC000598,0.08,Affluent,ToU
MAC003283,2.6259999,Affluent,Std
MAC000598,0.142,Affluent,ToU
MAC003748,0.3,Affluent,Std
MAC003283,0.23,Affluent,Std
MAC004925,0.401,Affluent,Std
MAC004455,0.912,Affluent,Std
MAC003313,0.113,Affluent,Std
MAC003313,0.317,Affluent,Std
MAC003787,0.098,Affluent,Std
MAC004925,0.074,Affluent,Std
MAC004249,0.873,Affluent,Std
MAC003787,0.147,Affluent,Std
MAC004249,0.678,Affluent,Std
MAC003313,0.357,Affluent,Std
MAC003787,0.099,Affluent,Std
MAC003584,0.072,Affluent,Std
MAC003313,0.151,Affluent,Std
MAC004249,0.667,Affluent,Std
MAC004249,1.2410001,Affluent,Std
MAC004925,0.323,Affluent,Std
MAC003288,0.112,Affluent,Std
MAC003642,1.159,Affluent,Std
MAC003731,0.242,Affluent,Std
MAC002797,0.103,Affluent,ToU
MAC004029,0.229,Affluent,Std
MAC003288,0.067,Affluent,Std
MAC003731,0.112,Affluent,Std
MAC003288,0.112,Affluent,Std
MAC004406,0.078,Affluent,Std
MAC004040,0.043,Affluent,Std
MAC005490,0.155,Affluent,Std
MAC004108,0.259,Affluent,Std
MAC004712,0.873,Affluent,Std
MAC004673,0.031,Affluent,Std
MAC004108,0.013,Affluent,Std
MAC003755,0.138,Affluent,Std
MAC003776,0.115,Affluent,Std
MAC003776,0.846,Affluent,Std
MAC003642,0.1,Affluent,Std
MAC004664,0.088,Affluent,Std
MAC004406,0.264,Affluent,Std
MAC003260,0.219,Affluent,Std
MAC003642,0.105,Affluent,Std
MAC004406,0.17,Affluent,Std
MAC003933,0.073,Affluent,Std
MAC003260,0.184,Affluent,Std
MAC000017,0.168,Affluent,ToU
MAC003933,0.155,Affluent,Std
MAC003731,0.066,Affluent,Std
MAC003933,0.108,Affluent,Std
MAC004415,0.162,Affluent,Std
MAC004664,0.265,Affluent,Std
MAC004664,0.178,Affluent,Std
MAC003287,0.169,Affluent,Std
MAC004664,0.161,Affluent,Std
MAC003912,0.125,Affluent,Std
MAC004664,0.323,Affluent,Std
MAC003912,0.147,Affluent,Std
MAC005490,0.19,Affluent,Std
MAC004369,0.269,Affluent,Std
MAC000017,0.071,Affluent,ToU
MAC003639,0.152,Affluent,Std
MAC003278,0.317,Affluent,Std
MAC004585,0.073,Affluent,Std
MAC004504,0.857,Affluent,Std
MAC003592,0.457,Affluent,Std
MAC003278,0.386,Affluent,Std
MAC004585,0.181,Affluent,Std
MAC003231,0.265,Affluent,Std
MAC003639,0.233,Affluent,Std
MAC004369,0.143,Affluent,Std
MAC004585,1.044,Affluent,Std
MAC004029,0.235,Affluent,Std
MAC004029,0.386,Affluent,Std
MAC004369,0.248,Affluent,Std
MAC004029,0.144,Affluent,Std
MAC004585,0.11,Affluent,Std
MAC004447,0.073,Affluent,Std
MAC004447,0.066,Affluent,Std
MAC004447,0.214,Affluent,Std
MAC003776,0.586,Affluent,Std
MAC004455,0.851,Affluent,Std
MAC004108,0.018,Affluent,Std
MAC004673,0.011,Affluent,Std
MAC004447,0.106,Affluent,Std
MAC000598,0.06,Affluent,ToU
MAC004504,0.55,Affluent,Std
MAC004040,0.031,Affluent,Std
MAC003584,0.098,Affluent,Std
MAC004108,0.093,Affluent,Std
MAC004367,0.107,Affluent,Std
MAC004108,0.215,Affluent,Std
MAC004040,0.051,Affluent,Std
MAC005509,0.443,Affluent,Std
MAC005509,0.176,Affluent,Std
MAC003313,0.09,Affluent,Std
MAC004925,0.12,Affluent,Std
MAC003787,0.07,Affluent,Std
MAC004925,0.054,Affluent,Std
MAC003235,0.423,Affluent,Std
MAC004249,0.68,Affluent,Std
MAC004925,0.462,Affluent,Std
MAC003584,0.099,Affluent,Std
MAC003584,0.041,Affluent,Std
MAC003275,0.097,Affluent,Std
MAC004369,0.023,Affluent,Std
MAC003278,0.358,Affluent,Std
MAC004585,0.107,Affluent,Std
MAC003639,0.134,Affluent,Std
MAC004369,0.091,Affluent,Std
MAC003639,0.139,Affluent,Std
MAC003278,0.503,Affluent,Std
MAC004989,0.791,Affluent,Std
MAC003231,0.732,Affluent,Std
MAC004029,0.437,Affluent,Std
MAC003639,1.71,Affluent,Std
MAC004029,0.067,Affluent,Std
MAC004989,0.058,Affluent,Std
MAC003061,0.196,Affluent,ToU
MAC003933,0.059,Affluent,Std
MAC003642,1.452,Affluent,Std
MAC003933,0.109,Affluent,Std
MAC004406,0.155,Affluent,Std
MAC003260,0.598,Affluent,Std
MAC004664,0.169,Affluent,Std
MAC003933,0.273,Affluent,Std
MAC004664,0.105,Affluent,Std
MAC004406,0.076,Affluent,Std
MAC003731,0.109,Affluent,Std
MAC000005,0.037,Affluent,ToU
MAC005490,0.191,Affluent,Std
MAC000005,0.291,Affluent,ToU
MAC004415,0.035,Affluent,Std
MAC003912,0.103,Affluent,Std
MAC003933,0.065,Affluent,Std
MAC003287,0.099,Affluent,Std
MAC004664,0.204,Affluent,Std
MAC003288,0.086,Affluent,Std
MAC000005,0.035,Affluent,ToU
MAC004664,0.1,Affluent,Std
MAC004040,0.07,Affluent,Std
MAC003748,0.553,Affluent,Std
MAC003283,0.218,Affluent,Std
MAC004040,0.043,Affluent,Std
MAC004750,0.087,Affluent,Std
MAC003283,0.775,Affluent,Std
MAC003748,0.092,Affluent,Std
MAC003748,0.223,Affluent,Std
MAC004750,0.094,Affluent,Std
MAC004415,0.041,Affluent,Std
MAC004040,0.058,Affluent,Std
MAC000598,0.057,Affluent,ToU
MAC004415,0.071,Affluent,Std
MAC003748,0.09,Affluent,Std
MAC000598,0.033,Affluent,ToU
MAC003933,0.059,Affluent,Std
MAC000017,0.215,Affluent,ToU
MAC003933,0.145,Affluent,Std
MAC004406,0.392,Affluent,Std
MAC003933,0.108,Affluent,Std
MAC003260,0.338,Affluent,Std
MAC004406,0.073,Affluent,Std
MAC003260,0.166,Affluent,Std
MAC000017,0.772,Affluent,ToU
MAC003933,0.085,Affluent,Std
MAC004029,0.475,Affluent,Std
MAC004029,0.192,Affluent,Std
MAC004585,0.107,Affluent,Std
MAC003283,0.152,Affluent,Std
MAC003061,0.168,Affluent,ToU
MAC003278,0.821,Affluent,Std
MAC003283,0.237,Affluent,Std
MAC003061,0.408,Affluent,ToU
MAC003639,0.319,Affluent,Std
MAC005490,0.295,Affluent,Std
MAC004447,0.082,Affluent,Std
MAC004673,0.017,Affluent,Std
MAC003260,0.108,Affluent,Std
MAC004712,0.056,Affluent,Std
MAC000005,0.035,Affluent,ToU
MAC003260,0.762,Affluent,Std
MAC004673,0.02,Affluent,Std
MAC004108,0.086,Affluent,Std
MAC004108,0.184,Affluent,Std
MAC004447,1.592,Affluent,Std
MAC004447,0.14,Affluent,Std
