household_id,tariff_type,acorn_code,area_group
MAC005270,Std,ACORN-E,Affluent
MAC005415,Std,ACORN-E,Affluent
MAC002764,Std,ACORN-E,Affluent
MAC002514,Std,ACORN-E,Affluent
MAC002663,Std,ACORN-E,Affluent
MAC002513,Std,ACORN-E,Affluent
MAC002512,Std,ACORN-E,Affluent
MAC005269,Std,ACORN-E,Affluent
MAC005416,Std,ACORN-E,Affluent
MAC002510,Std,ACORN-E,Affluent
MAC002666,Std,ACORN-E,Affluent
MAC002767,Std,ACORN-E,Affluent
MAC002509,Std,ACORN-E,Affluent
MAC005319,Std,ACORN-E,Affluent
MAC002518,Std,ACORN-E,Affluent
MAC002519,Std,ACORN-E,Affluent
MAC002761,Std,ACORN-E,Affluent
MAC005403,Std,ACORN-E,Affluent
MAC002539,Std,ACORN-E,Affluent
MAC005404,Std,ACORN-E,Affluent
MAC005405,Std,ACORN-E,Affluent
MAC002530,Std,ACORN-E,Affluent
MAC002676,Std,ACORN-E,Affluent
MAC005331,Std,ACORN-E,Affluent
MAC005407,Std,ACORN-E,Affluent
MAC005408,Std,ACORN-E,Affluent
MAC002525,Std,ACORN-E,Affluent
MAC002756,Std,ACORN-E,Affluent
MAC005317,Std,ACORN-E,Affluent
MAC005411,Std,ACORN-E,Affluent
MAC002662,Std,ACORN-E,Affluent
MAC002757,Std,ACORN-E,Affluent
MAC005274,Std,ACORN-E,Affluent
MAC002522,Std,ACORN-E,Affluent
MAC005400,Std,ACORN-E,Affluent
MAC002557,Std,ACORN-E,Affluent
MAC000309,Std,ACORN-E,Affluent
MAC002558,Std,ACORN-E,Affluent
MAC002702,Std,ACORN-E,Affluent
MAC005367,Std,ACORN-E,Affluent
MAC000301,Std,ACORN-E,Affluent
MAC002605,Std,ACORN-E,Affluent
MAC002603,Std,ACORN-E,Affluent
MAC000302,Std,ACORN-E,Affluent
MAC005358,Std,ACORN-E,Affluent
MAC005295,Std,ACORN-E,Affluent
MAC005296,Std,ACORN-E,Affluent
MAC002635,Std,ACORN-E,Affluent
MAC002598,Std,ACORN-E,Affluent
MAC002636,Std,ACORN-E,Affluent
MAC002597,Std,ACORN-E,Affluent
MAC005356,Std,ACORN-E,Affluent
MAC005373,Std,ACORN-E,Affluent
MAC005355,Std,ACORN-E,Affluent
MAC005294,Std,ACORN-E,Affluent
MAC005309,Std,ACORN-E,Affluent
MAC000304,Std,ACORN-E,Affluent
MAC002608,Std,ACORN-E,Affluent
MAC002719,Std,ACORN-E,Affluent
MAC005360,Std,ACORN-E,Affluent
MAC002623,Std,ACORN-E,Affluent
MAC002621,Std,ACORN-E,Affluent
MAC005362,Std,ACORN-E,Affluent
MAC002620,Std,ACORN-E,Affluent
MAC005304,Std,ACORN-E,Affluent
MAC002626,Std,ACORN-E,Affluent
MAC005302,Std,ACORN-E,Affluent
MAC002617,Std,ACORN-E,Affluent
MAC005301,Std,ACORN-E,Affluent
MAC005307,Std,ACORN-E,Affluent
MAC005300,Std,ACORN-E,Affluent
MAC000299,Std,ACORN-E,Affluent
MAC002616,Std,ACORN-E,Affluent
MAC005299,Std,ACORN-E,Affluent
MAC005297,Std,ACORN-E,Affluent
MAC002615,Std,ACORN-E,Affluent
MAC000300,Std,ACORN-E,Affluent
MAC005365,Std,ACORN-E,Affluent
MAC002611,Std,ACORN-E,Affluent
MAC005375,Std,ACORN-E,Affluent
MAC005277,Std,ACORN-E,Affluent
MAC002590,Std,ACORN-E,Affluent
MAC005353,Std,ACORN-E,Affluent
MAC002648,Std,ACORN-E,Affluent
MAC002735,Std,ACORN-E,Affluent
MAC005383,Std,ACORN-E,Affluent
MAC005286,Std,ACORN-E,Affluent
MAC002567,Std,ACORN-E,Affluent
MAC005387,Std,ACORN-E,Affluent
MAC002564,Std,ACORN-E,Affluent
MAC002737,Std,ACORN-E,Affluent
MAC002570,Std,ACORN-E,Affluent
MAC000308,Std,ACORN-E,Affluent
MAC002740,Std,ACORN-E,Affluent
MAC005282,Std,ACORN-E,Affluent
MAC005333,Std,ACORN-E,Affluent
MAC002693,Std,ACORN-E,Affluent
MAC005390,Std,ACORN-E,Affluent
MAC002691,Std,ACORN-E,Affluent
MAC005391,Std,ACORN-E,Affluent
MAC002744,Std,ACORN-E,Affluent
MAC005285,Std,ACORN-E,Affluent
MAC002571,Std,ACORN-E,Affluent
MAC005293,Std,ACORN-E,Affluent
MAC005334,Std,ACORN-E,Affluent
MAC002587,Std,ACORN-E,Affluent
MAC002584,Std,ACORN-E,Affluent
MAC002583,Std,ACORN-E,Affluent
MAC002641,Std,ACORN-E,Affluent
MAC002724,Std,ACORN-E,Affluent
MAC000306,Std,ACORN-E,Affluent
MAC005346,Std,ACORN-E,Affluent
MAC002727,Std,ACORN-E,Affluent
MAC002697,Std,ACORN-E,Affluent
MAC005311,Std,ACORN-E,Affluent
MAC002644,Std,ACORN-E,Affluent
MAC002581,Std,ACORN-E,Affluent
MAC005378,Std,ACORN-E,Affluent
MAC002729,Std,ACORN-E,Affluent
MAC002730,Std,ACORN-E,Affluent
MAC005343,Std,ACORN-E,Affluent
MAC000307,Std,ACORN-E,Affluent
MAC002573,Std,ACORN-E,Affluent
MAC005382,Std,ACORN-E,Affluent
MAC002588,Std,ACORN-E,Affluent
MAC002244,Std,ACORN-E,Affluent
MAC002372,Std,ACORN-E,Affluent
MAC002504,Std,ACORN-E,Affluent
MAC002142,Std,ACORN-E,Affluent
MAC002141,Std,ACORN-E,Affluent
MAC000681,ToU,ACORN-E,Affluent
MAC002135,Std,ACORN-E,Affluent
MAC002133,Std,ACORN-E,Affluent
MAC002130,Std,ACORN-E,Affluent
MAC000709,ToU,ACORN-E,Affluent
MAC002125,Std,ACORN-E,Affluent
MAC000716,ToU,ACORN-E,Affluent
MAC000719,ToU,ACORN-E,Affluent
MAC002121,Std,ACORN-E,Affluent
MAC002120,Std,ACORN-E,Affluent
MAC002143,Std,ACORN-E,Affluent
MAC000722,ToU,ACORN-E,Affluent
MAC002112,Std,ACORN-E,Affluent
MAC000738,ToU,ACORN-E,Affluent
MAC000755,ToU,ACORN-E,Affluent
MAC000766,ToU,ACORN-E,Affluent
MAC002100,Std,ACORN-E,Affluent
MAC000772,ToU,ACORN-E,Affluent
MAC002096,Std,ACORN-E,Affluent
MAC000775,ToU,ACORN-E,Affluent
MAC000785,ToU,ACORN-E,Affluent
MAC002091,Std,ACORN-E,Affluent
MAC000791,ToU,ACORN-E,Affluent
MAC002082,Std,ACORN-E,Affluent
MAC002114,Std,ACORN-E,Affluent
MAC000817,ToU,ACORN-E,Affluent
MAC002145,Std,ACORN-E,Affluent
MAC000320,Std,ACORN-E,Affluent
MAC002204,Std,ACORN-E,Affluent
MAC002203,Std,ACORN-E,Affluent
MAC002202,Std,ACORN-E,Affluent
MAC002200,Std,ACORN-E,Affluent
MAC000521,ToU,ACORN-E,Affluent
MAC000523,ToU,ACORN-E,Affluent
MAC000525,ToU,ACORN-E,Affluent
MAC000544,ToU,ACORN-E,Affluent
MAC000561,ToU,ACORN-E,Affluent
MAC000095,Std,ACORN-E,Affluent
MAC002187,Std,ACORN-E,Affluent
MAC002184,Std,ACORN-E,Affluent
MAC000673,ToU,ACORN-E,Affluent
MAC002180,Std,ACORN-E,Affluent
MAC000628,ToU,ACORN-E,Affluent
MAC002172,Std,ACORN-E,Affluent
MAC002171,Std,ACORN-E,Affluent
MAC000633,ToU,ACORN-E,Affluent
MAC002165,Std,ACORN-E,Affluent
MAC002162,Std,ACORN-E,Affluent
MAC000640,ToU,ACORN-E,Affluent
MAC002160,Std,ACORN-E,Affluent
MAC000665,ToU,ACORN-E,Affluent
MAC002158,Std,ACORN-E,Affluent
MAC000666,ToU,ACORN-E,Affluent
MAC000672,ToU,ACORN-E,Affluent
MAC002179,Std,ACORN-E,Affluent
MAC000819,ToU,ACORN-E,Affluent
MAC002078,Std,ACORN-E,Affluent
MAC000822,ToU,ACORN-E,Affluent
MAC000994,ToU,ACORN-E,Affluent
MAC001004,ToU,ACORN-E,Affluent
MAC001013,ToU,ACORN-E,Affluent
MAC001995,Std,ACORN-E,Affluent
MAC001014,ToU,ACORN-E,Affluent
MAC001015,ToU,ACORN-E,Affluent
MAC001990,Std,ACORN-E,Affluent
MAC000327,Std,ACORN-E,Affluent
MAC001987,Std,ACORN-E,Affluent
MAC001024,ToU,ACORN-E,Affluent
MAC001979,Std,ACORN-E,Affluent
MAC001978,Std,ACORN-E,Affluent
MAC002002,Std,ACORN-E,Affluent
MAC001030,ToU,ACORN-E,Affluent
MAC001970,Std,ACORN-E,Affluent
MAC001075,ToU,ACORN-E,Affluent
MAC001087,ToU,ACORN-E,Affluent
MAC001963,Std,ACORN-E,Affluent
MAC001962,Std,ACORN-E,Affluent
MAC001960,Std,ACORN-E,Affluent
MAC000330,Std,ACORN-E,Affluent
MAC001957,Std,ACORN-E,Affluent
MAC001096,ToU,ACORN-E,Affluent
MAC001954,Std,ACORN-E,Affluent
MAC001097,ToU,ACORN-E,Affluent
MAC001950,Std,ACORN-E,Affluent
MAC001972,Std,ACORN-E,Affluent
MAC000993,ToU,ACORN-E,Affluent
MAC000991,ToU,ACORN-E,Affluent
MAC002007,Std,ACORN-E,Affluent
MAC000828,ToU,ACORN-E,Affluent
MAC002072,Std,ACORN-E,Affluent
MAC000321,Std,ACORN-E,Affluent
MAC002066,Std,ACORN-E,Affluent
MAC002064,Std,ACORN-E,Affluent
MAC000851,ToU,ACORN-E,Affluent
MAC002058,Std,ACORN-E,Affluent
MAC000868,ToU,ACORN-E,Affluent
MAC000877,ToU,ACORN-E,Affluent
MAC000878,ToU,ACORN-E,Affluent
MAC000895,ToU,ACORN-E,Affluent
MAC002047,Std,ACORN-E,Affluent
MAC000910,ToU,ACORN-E,Affluent
MAC002042,Std,ACORN-E,Affluent
MAC000935,ToU,ACORN-E,Affluent
MAC000939,ToU,ACORN-E,Affluent
MAC000942,ToU,ACORN-E,Affluent
MAC000945,ToU,ACORN-E,Affluent
MAC002027,Std,ACORN-E,Affluent
MAC002026,Std,ACORN-E,Affluent
MAC000324,Std,ACORN-E,Affluent
MAC000982,ToU,ACORN-E,Affluent
MAC002019,Std,ACORN-E,Affluent
MAC002018,Std,ACORN-E,Affluent
MAC002016,Std,ACORN-E,Affluent
MAC000325,Std,ACORN-E,Affluent
MAC002008,Std,ACORN-E,Affluent
MAC000500,ToU,ACORN-E,Affluent
MAC002207,Std,ACORN-E,Affluent
MAC000497,ToU,ACORN-E,Affluent
MAC002210,Std,ACORN-E,Affluent
MAC005455,Std,ACORN-E,Affluent
MAC005457,Std,ACORN-E,Affluent
MAC005459,Std,ACORN-E,Affluent
MAC005462,Std,ACORN-E,Affluent
MAC005469,Std,ACORN-E,Affluent
MAC005479,Std,ACORN-E,Affluent
MAC002407,Std,ACORN-E,Affluent
MAC005491,Std,ACORN-E,Affluent
MAC005496,Std,ACORN-E,Affluent
MAC002399,Std,ACORN-E,Affluent
MAC005497,Std,ACORN-E,Affluent
MAC002394,Std,ACORN-E,Affluent
MAC005454,Std,ACORN-E,Affluent
MAC005502,Std,ACORN-E,Affluent
MAC005505,Std,ACORN-E,Affluent
MAC005521,Std,ACORN-E,Affluent
MAC005526,Std,ACORN-E,Affluent
MAC005531,Std,ACORN-E,Affluent
MAC005532,Std,ACORN-E,Affluent
MAC002381,Std,ACORN-E,Affluent
MAC005539,Std,ACORN-E,Affluent
MAC002378,Std,ACORN-E,Affluent
MAC002374,Std,ACORN-E,Affluent
MAC005268,Std,ACORN-E,Affluent
MAC005552,Std,ACORN-E,Affluent
MAC002370,Std,ACORN-E,Affluent
MAC002390,Std,ACORN-E,Affluent
MAC005447,Std,ACORN-E,Affluent
MAC005446,Std,ACORN-E,Affluent
MAC002434,Std,ACORN-E,Affluent
MAC005417,Std,ACORN-E,Affluent
MAC002499,Std,ACORN-E,Affluent
MAC002498,Std,ACORN-E,Affluent
MAC002495,Std,ACORN-E,Affluent
MAC002494,Std,ACORN-E,Affluent
MAC005418,Std,ACORN-E,Affluent
MAC002492,Std,ACORN-E,Affluent
MAC005419,Std,ACORN-E,Affluent
MAC005420,Std,ACORN-E,Affluent
MAC000312,Std,ACORN-E,Affluent
MAC002479,Std,ACORN-E,Affluent
MAC002478,Std,ACORN-E,Affluent
MAC002477,Std,ACORN-E,Affluent
MAC005423,Std,ACORN-E,Affluent
MAC002471,Std,ACORN-E,Affluent
MAC002469,Std,ACORN-E,Affluent
MAC005426,Std,ACORN-E,Affluent
MAC005428,Std,ACORN-E,Affluent
MAC005433,Std,ACORN-E,Affluent
MAC002454,Std,ACORN-E,Affluent
MAC005437,Std,ACORN-E,Affluent
MAC002447,Std,ACORN-E,Affluent
MAC002442,Std,ACORN-E,Affluent
MAC002441,Std,ACORN-E,Affluent
MAC005440,Std,ACORN-E,Affluent
MAC005442,Std,ACORN-E,Affluent
MAC002436,Std,ACORN-E,Affluent
MAC005553,Std,ACORN-E,Affluent
MAC002506,Std,ACORN-E,Affluent
MAC005554,Std,ACORN-E,Affluent
MAC005558,Std,ACORN-E,Affluent
MAC000219,ToU,ACORN-E,Affluent
MAC002302,Std,ACORN-E,Affluent
MAC000257,ToU,ACORN-E,Affluent
MAC002297,Std,ACORN-E,Affluent
MAC002289,Std,ACORN-E,Affluent
MAC000288,ToU,ACORN-E,Affluent
MAC000298,ToU,ACORN-E,Affluent
MAC002285,Std,ACORN-E,Affluent
MAC002282,Std,ACORN-E,Affluent
MAC000344,ToU,ACORN-E,Affluent
MAC002271,Std,ACORN-E,Affluent
MAC000384,ToU,ACORN-E,Affluent
MAC002306,Std,ACORN-E,Affluent
MAC000418,ToU,ACORN-E,Affluent
MAC000421,ToU,ACORN-E,Affluent
MAC002257,Std,ACORN-E,Affluent
MAC002255,Std,ACORN-E,Affluent
MAC002250,Std,ACORN-E,Affluent
MAC002241,Std,ACORN-E,Affluent
MAC002228,Std,ACORN-E,Affluent
MAC002224,Std,ACORN-E,Affluent
MAC000475,ToU,ACORN-E,Affluent
MAC002221,Std,ACORN-E,Affluent
MAC000478,ToU,ACORN-E,Affluent
MAC002213,Std,ACORN-E,Affluent
MAC002211,Std,ACORN-E,Affluent
MAC002259,Std,ACORN-E,Affluent
MAC002307,Std,ACORN-E,Affluent
MAC002310,Std,ACORN-E,Affluent
MAC000186,ToU,ACORN-E,Affluent
MAC005566,Std,ACORN-E,Affluent
MAC000015,ToU,ACORN-E,Affluent
MAC002361,Std,ACORN-E,Affluent
MAC002360,Std,ACORN-E,Affluent
MAC002359,Std,ACORN-E,Affluent
MAC002355,Std,ACORN-E,Affluent
MAC000048,ToU,ACORN-E,Affluent
MAC000064,ToU,ACORN-E,Affluent
MAC000075,ToU,ACORN-E,Affluent
MAC000076,ToU,ACORN-E,Affluent
MAC000082,ToU,ACORN-E,Affluent
MAC002343,Std,ACORN-E,Affluent
MAC002341,Std,ACORN-E,Affluent
MAC002340,Std,ACORN-E,Affluent
MAC002338,Std,ACORN-E,Affluent
MAC002333,Std,ACORN-E,Affluent
MAC000141,ToU,ACORN-E,Affluent
MAC002330,Std,ACORN-E,Affluent
MAC002326,Std,ACORN-E,Affluent
MAC000165,ToU,ACORN-E,Affluent
MAC002322,Std,ACORN-E,Affluent
MAC002321,Std,ACORN-E,Affluent
MAC002319,Std,ACORN-E,Affluent
MAC002317,Std,ACORN-E,Affluent
MAC000173,ToU,ACORN-E,Affluent
MAC000315,Std,ACORN-E,Affluent
MAC002313,Std,ACORN-E,Affluent
MAC005555,Std,ACORN-E,Affluent
MAC005267,Std,ACORN-E,Affluent
MAC002907,Std,ACORN-E,Affluent
MAC005263,Std,ACORN-E,Affluent
MAC004463,Std,ACORN-E,Affluent
MAC004468,Std,ACORN-E,Affluent
MAC004470,Std,ACORN-E,Affluent
MAC004471,Std,ACORN-E,Affluent
MAC004473,Std,ACORN-E,Affluent
MAC004474,Std,ACORN-E,Affluent
MAC004476,Std,ACORN-E,Affluent
MAC004477,Std,ACORN-E,Affluent
MAC003603,Std,ACORN-E,Affluent
MAC004480,Std,ACORN-E,Affluent
MAC004482,Std,ACORN-E,Affluent
MAC004487,Std,ACORN-E,Affluent
MAC004496,Std,ACORN-E,Affluent
MAC004458,Std,ACORN-E,Affluent
MAC004500,Std,ACORN-E,Affluent
MAC004510,Std,ACORN-E,Affluent
MAC004511,Std,ACORN-E,Affluent
MAC004512,Std,ACORN-E,Affluent
MAC004517,Std,ACORN-E,Affluent
MAC004518,Std,ACORN-E,Affluent
MAC004519,Std,ACORN-E,Affluent
MAC004522,Std,ACORN-E,Affluent
MAC004528,Std,ACORN-E,Affluent
MAC004531,Std,ACORN-E,Affluent
MAC004534,Std,ACORN-E,Affluent
MAC003562,Std,ACORN-E,Affluent
MAC004535,Std,ACORN-E,Affluent
MAC004536,Std,ACORN-E,Affluent
MAC000214,Std,ACORN-E,Affluent
MAC000138,Std,ACORN-E,Affluent
MAC004454,Std,ACORN-E,Affluent
MAC004452,Std,ACORN-E,Affluent
MAC003711,Std,ACORN-E,Affluent
MAC003710,Std,ACORN-E,Affluent
MAC000398,Std,ACORN-E,Affluent
MAC000150,Std,ACORN-E,Affluent
MAC004373,Std,ACORN-E,Affluent
MAC004377,Std,ACORN-E,Affluent
MAC004379,Std,ACORN-E,Affluent
MAC004380,Std,ACORN-E,Affluent
MAC004383,Std,ACORN-E,Affluent
MAC004388,Std,ACORN-E,Affluent
MAC000203,Std,ACORN-E,Affluent
MAC004390,Std,ACORN-E,Affluent
MAC004394,Std,ACORN-E,Affluent
MAC004398,Std,ACORN-E,Affluent
MAC004402,Std,ACORN-E,Affluent
MAC004404,Std,ACORN-E,Affluent
MAC004410,Std,ACORN-E,Affluent
MAC004411,Std,ACORN-E,Affluent
MAC004413,Std,ACORN-E,Affluent
MAC000144,Std,ACORN-E,Affluent
MAC000205,Std,ACORN-E,Affluent
MAC004421,Std,ACORN-E,Affluent
MAC004426,Std,ACORN-E,Affluent
MAC004428,Std,ACORN-E,Affluent
MAC004430,Std,ACORN-E,Affluent
MAC004432,Std,ACORN-E,Affluent
MAC004438,Std,ACORN-E,Affluent
MAC004443,Std,ACORN-E,Affluent
MAC004446,Std,ACORN-E,Affluent
MAC000218,Std,ACORN-E,Affluent
MAC003554,Std,ACORN-E,Affluent
MAC000220,Std,ACORN-E,Affluent
MAC004537,Std,ACORN-E,Affluent
MAC004644,Std,ACORN-E,Affluent
MAC003465,Std,ACORN-E,Affluent
MAC004645,Std,ACORN-E,Affluent
MAC003460,Std,ACORN-E,Affluent
MAC004648,Std,ACORN-E,Affluent
MAC004650,Std,ACORN-E,Affluent
MAC004656,Std,ACORN-E,Affluent
MAC003451,Std,ACORN-E,Affluent
MAC000228,Std,ACORN-E,Affluent
MAC000132,Std,ACORN-E,Affluent
MAC004665,Std,ACORN-E,Affluent
MAC004671,Std,ACORN-E,Affluent
MAC000131,Std,ACORN-E,Affluent
MAC004679,Std,ACORN-E,Affluent
MAC004682,Std,ACORN-E,Affluent
MAC004690,Std,ACORN-E,Affluent
MAC004694,Std,ACORN-E,Affluent
MAC004695,Std,ACORN-E,Affluent
MAC000234,Std,ACORN-E,Affluent
MAC004699,Std,ACORN-E,Affluent
MAC004701,Std,ACORN-E,Affluent
MAC004702,Std,ACORN-E,Affluent
MAC004705,Std,ACORN-E,Affluent
MAC004706,Std,ACORN-E,Affluent
MAC004707,Std,ACORN-E,Affluent
MAC004727,Std,ACORN-E,Affluent
MAC004730,Std,ACORN-E,Affluent
MAC000235,Std,ACORN-E,Affluent
MAC004736,Std,ACORN-E,Affluent
MAC004638,Std,ACORN-E,Affluent
MAC004356,Std,ACORN-E,Affluent
MAC004634,Std,ACORN-E,Affluent
MAC004629,Std,ACORN-E,Affluent
MAC004538,Std,ACORN-E,Affluent
MAC000221,Std,ACORN-E,Affluent
MAC004548,Std,ACORN-E,Affluent
MAC004549,Std,ACORN-E,Affluent
MAC004552,Std,ACORN-E,Affluent
MAC004553,Std,ACORN-E,Affluent
MAC004555,Std,ACORN-E,Affluent
MAC004556,Std,ACORN-E,Affluent
MAC004560,Std,ACORN-E,Affluent
MAC004562,Std,ACORN-E,Affluent
MAC004564,Std,ACORN-E,Affluent
MAC004565,Std,ACORN-E,Affluent
MAC004571,Std,ACORN-E,Affluent
MAC004574,Std,ACORN-E,Affluent
MAC004579,Std,ACORN-E,Affluent
MAC004581,Std,ACORN-E,Affluent
MAC004582,Std,ACORN-E,Affluent
MAC004584,Std,ACORN-E,Affluent
MAC004586,Std,ACORN-E,Affluent
MAC003506,Std,ACORN-E,Affluent
MAC004595,Std,ACORN-E,Affluent
MAC004601,Std,ACORN-E,Affluent
MAC004613,Std,ACORN-E,Affluent
MAC004614,Std,ACORN-E,Affluent
MAC004617,Std,ACORN-E,Affluent
MAC004618,Std,ACORN-E,Affluent
MAC004619,Std,ACORN-E,Affluent
MAC004625,Std,ACORN-E,Affluent
MAC004627,Std,ACORN-E,Affluent
MAC000224,Std,ACORN-E,Affluent
MAC003716,Std,ACORN-E,Affluent
MAC004355,Std,ACORN-E,Affluent
MAC004353,Std,ACORN-E,Affluent
MAC003966,Std,ACORN-E,Affluent
MAC003962,Std,ACORN-E,Affluent
MAC004136,Std,ACORN-E,Affluent
MAC004137,Std,ACORN-E,Affluent
MAC003956,Std,ACORN-E,Affluent
MAC003953,Std,ACORN-E,Affluent
MAC003952,Std,ACORN-E,Affluent
MAC003949,Std,ACORN-E,Affluent
MAC004139,Std,ACORN-E,Affluent
MAC003946,Std,ACORN-E,Affluent
MAC003945,Std,ACORN-E,Affluent
MAC003944,Std,ACORN-E,Affluent
MAC003943,Std,ACORN-E,Affluent
MAC004143,Std,ACORN-E,Affluent
MAC003940,Std,ACORN-E,Affluent
MAC003938,Std,ACORN-E,Affluent
MAC004146,Std,ACORN-E,Affluent
MAC003934,Std,ACORN-E,Affluent
MAC004148,Std,ACORN-E,Affluent
MAC003932,Std,ACORN-E,Affluent
MAC004153,Std,ACORN-E,Affluent
MAC004158,Std,ACORN-E,Affluent
MAC004162,Std,ACORN-E,Affluent
MAC004171,Std,ACORN-E,Affluent
MAC004173,Std,ACORN-E,Affluent
MAC004174,Std,ACORN-E,Affluent
MAC003920,Std,ACORN-E,Affluent
MAC004176,Std,ACORN-E,Affluent
MAC003910,Std,ACORN-E,Affluent
MAC003970,Std,ACORN-E,Affluent
MAC000164,Std,ACORN-E,Affluent
MAC003974,Std,ACORN-E,Affluent
MAC003985,Std,ACORN-E,Affluent
MAC004072,Std,ACORN-E,Affluent
MAC004073,Std,ACORN-E,Affluent
MAC004055,Std,ACORN-E,Affluent
MAC004080,Std,ACORN-E,Affluent
MAC004082,Std,ACORN-E,Affluent
MAC004046,Std,ACORN-E,Affluent
MAC004045,Std,ACORN-E,Affluent
MAC004084,Std,ACORN-E,Affluent
MAC004087,Std,ACORN-E,Affluent
MAC004041,Std,ACORN-E,Affluent
MAC000159,Std,ACORN-E,Affluent
MAC004038,Std,ACORN-E,Affluent
MAC004094,Std,ACORN-E,Affluent
MAC000161,Std,ACORN-E,Affluent
MAC004096,Std,ACORN-E,Affluent
MAC004022,Std,ACORN-E,Affluent
MAC004020,Std,ACORN-E,Affluent
MAC004099,Std,ACORN-E,Affluent
MAC004102,Std,ACORN-E,Affluent
MAC004015,Std,ACORN-E,Affluent
MAC004014,Std,ACORN-E,Affluent
MAC004013,Std,ACORN-E,Affluent
MAC004105,Std,ACORN-E,Affluent
MAC004112,Std,ACORN-E,Affluent
MAC004003,Std,ACORN-E,Affluent
MAC004115,Std,ACORN-E,Affluent
MAC004116,Std,ACORN-E,Affluent
MAC003994,Std,ACORN-E,Affluent
MAC003993,Std,ACORN-E,Affluent
MAC004132,Std,ACORN-E,Affluent
MAC000237,Std,ACORN-E,Affluent
MAC004181,Std,ACORN-E,Affluent
MAC004185,Std,ACORN-E,Affluent
MAC000153,Std,ACORN-E,Affluent
MAC004289,Std,ACORN-E,Affluent
MAC003790,Std,ACORN-E,Affluent
MAC003789,Std,ACORN-E,Affluent
MAC004294,Std,ACORN-E,Affluent
MAC004298,Std,ACORN-E,Affluent
MAC004300,Std,ACORN-E,Affluent
MAC003777,Std,ACORN-E,Affluent
MAC000189,Std,ACORN-E,Affluent
MAC004308,Std,ACORN-E,Affluent
MAC004317,Std,ACORN-E,Affluent
MAC000152,Std,ACORN-E,Affluent
MAC004325,Std,ACORN-E,Affluent
MAC004327,Std,ACORN-E,Affluent
MAC004328,Std,ACORN-E,Affluent
MAC004330,Std,ACORN-E,Affluent
MAC004332,Std,ACORN-E,Affluent
MAC000191,Std,ACORN-E,Affluent
MAC003746,Std,ACORN-E,Affluent
MAC004339,Std,ACORN-E,Affluent
MAC004341,Std,ACORN-E,Affluent
MAC004342,Std,ACORN-E,Affluent
MAC004343,Std,ACORN-E,Affluent
MAC004345,Std,ACORN-E,Affluent
MAC004349,Std,ACORN-E,Affluent
MAC004351,Std,ACORN-E,Affluent
MAC003725,Std,ACORN-E,Affluent
MAC003724,Std,ACORN-E,Affluent
MAC004352,Std,ACORN-E,Affluent
MAC003800,Std,ACORN-E,Affluent
MAC003906,Std,ACORN-E,Affluent
MAC004278,Std,ACORN-E,Affluent
MAC000182,Std,ACORN-E,Affluent
MAC000168,Std,ACORN-E,Affluent
MAC003898,Std,ACORN-E,Affluent
MAC004191,Std,ACORN-E,Affluent
MAC004192,Std,ACORN-E,Affluent
MAC000169,Std,ACORN-E,Affluent
MAC004194,Std,ACORN-E,Affluent
MAC004195,Std,ACORN-E,Affluent
MAC004196,Std,ACORN-E,Affluent
MAC004210,Std,ACORN-E,Affluent
MAC004211,Std,ACORN-E,Affluent
MAC000172,Std,ACORN-E,Affluent
MAC004213,Std,ACORN-E,Affluent
MAC004216,Std,ACORN-E,Affluent
MAC004219,Std,ACORN-E,Affluent
MAC004221,Std,ACORN-E,Affluent
MAC004227,Std,ACORN-E,Affluent
MAC000175,Std,ACORN-E,Affluent
MAC003854,Std,ACORN-E,Affluent
MAC004233,Std,ACORN-E,Affluent
MAC000176,Std,ACORN-E,Affluent
MAC004238,Std,ACORN-E,Affluent
MAC003845,Std,ACORN-E,Affluent
MAC004251,Std,ACORN-E,Affluent
MAC000179,Std,ACORN-E,Affluent
MAC004252,Std,ACORN-E,Affluent
MAC004266,Std,ACORN-E,Affluent
MAC004269,Std,ACORN-E,Affluent
MAC000181,Std,ACORN-E,Affluent
MAC003818,Std,ACORN-E,Affluent
MAC004272,Std,ACORN-E,Affluent
MAC004738,Std,ACORN-E,Affluent
MAC000129,Std,ACORN-E,Affluent
MAC004752,Std,ACORN-E,Affluent
MAC003007,Std,ACORN-E,Affluent
MAC003006,Std,ACORN-E,Affluent
MAC003005,Std,ACORN-E,Affluent
MAC003004,Std,ACORN-E,Affluent
MAC000116,Std,ACORN-E,Affluent
MAC005113,Std,ACORN-E,Affluent
MAC000287,Std,ACORN-E,Affluent
MAC005117,Std,ACORN-E,Affluent
MAC005118,Std,ACORN-E,Affluent
MAC005120,Std,ACORN-E,Affluent
MAC002990,Std,ACORN-E,Affluent
MAC002989,Std,ACORN-E,Affluent
MAC002980,Std,ACORN-E,Affluent
MAC005131,Std,ACORN-E,Affluent
MAC002977,Std,ACORN-E,Affluent
MAC002974,Std,ACORN-E,Affluent
MAC002972,Std,ACORN-E,Affluent
MAC002968,Std,ACORN-E,Affluent
MAC005137,Std,ACORN-E,Affluent
MAC002966,Std,ACORN-E,Affluent
MAC005138,Std,ACORN-E,Affluent
MAC002955,Std,ACORN-E,Affluent
MAC002953,Std,ACORN-E,Affluent
MAC002949,Std,ACORN-E,Affluent
MAC002947,Std,ACORN-E,Affluent
MAC002945,Std,ACORN-E,Affluent
MAC002943,Std,ACORN-E,Affluent
MAC002941,Std,ACORN-E,Affluent
