household_id,tariff_type,acorn_code,area_group
MAC004150,Std,ACORN-Q,Adversity
MAC000162,Std,ACORN-Q,Adversity
MAC003935,Std,ACORN-Q,Adversity
MAC003936,Std,ACORN-Q,Adversity
MAC003942,Std,ACORN-Q,Adversity
MAC004140,Std,ACORN-Q,Adversity
MAC003955,Std,ACORN-Q,Adversity
MAC004357,Std,ACORN-Q,Adversity
MAC003964,Std,ACORN-Q,Adversity
MAC004129,Std,ACORN-Q,Adversity
MAC003980,Std,ACORN-Q,Adversity
MAC004123,Std,ACORN-Q,Adversity
MAC004119,Std,ACORN-Q,Adversity
MAC003996,Std,ACORN-Q,Adversity
MAC004004,Std,ACORN-Q,Adversity
MAC004005,Std,ACORN-Q,Adversity
MAC003978,Std,ACORN-Q,Adversity
MAC004632,Std,ACORN-Q,Adversity
MAC004358,Std,ACORN-Q,Adversity
MAC004370,Std,ACORN-Q,Adversity
MAC004563,Std,ACORN-Q,Adversity
MAC003530,Std,ACORN-Q,Adversity
MAC004558,Std,ACORN-Q,Adversity
MAC000135,Std,ACORN-Q,Adversity
MAC003538,Std,ACORN-Q,Adversity
MAC004544,Std,ACORN-Q,Adversity
MAC003546,Std,ACORN-Q,Adversity
MAC004541,Std,ACORN-Q,Adversity
MAC004540,Std,ACORN-Q,Adversity
MAC000216,Std,ACORN-Q,Adversity
MAC004533,Std,ACORN-Q,Adversity
MAC004530,Std,ACORN-Q,Adversity
MAC000136,Std,ACORN-Q,Adversity
MAC003572,Std,ACORN-Q,Adversity
MAC004520,Std,ACORN-Q,Adversity
MAC004569,Std,ACORN-Q,Adversity
MAC004516,Std,ACORN-Q,Adversity
MAC003522,Std,ACORN-Q,Adversity
MAC004573,Std,ACORN-Q,Adversity
MAC005564,ToU,ACORN-Q,Adversity
MAC004615,Std,ACORN-Q,Adversity
MAC004612,Std,ACORN-Q,Adversity
MAC000223,Std,ACORN-Q,Adversity
MAC004607,Std,ACORN-Q,Adversity
MAC004602,Std,ACORN-Q,Adversity
MAC004599,Std,ACORN-Q,Adversity
MAC004598,Std,ACORN-Q,Adversity
MAC004597,Std,ACORN-Q,Adversity
MAC004594,Std,ACORN-Q,Adversity
MAC004591,Std,ACORN-Q,Adversity
MAC000133,Std,ACORN-Q,Adversity
MAC004583,Std,ACORN-Q,Adversity
MAC004577,Std,ACORN-Q,Adversity
MAC004575,Std,ACORN-Q,Adversity
MAC003521,Std,ACORN-Q,Adversity
MAC004514,Std,ACORN-Q,Adversity
MAC004513,Std,ACORN-Q,Adversity
MAC004503,Std,ACORN-Q,Adversity
MAC003645,Std,ACORN-Q,Adversity
MAC004427,Std,ACORN-Q,Adversity
MAC004425,Std,ACORN-Q,Adversity
MAC004416,Std,ACORN-Q,Adversity
MAC003657,Std,ACORN-Q,Adversity
MAC003664,Std,ACORN-Q,Adversity
MAC000204,Std,ACORN-Q,Adversity
MAC004405,Std,ACORN-Q,Adversity
MAC004403,Std,ACORN-Q,Adversity
MAC004395,Std,ACORN-Q,Adversity
MAC004393,Std,ACORN-Q,Adversity
MAC003676,Std,ACORN-Q,Adversity
MAC004384,Std,ACORN-Q,Adversity
MAC004382,Std,ACORN-Q,Adversity
MAC003693,Std,ACORN-Q,Adversity
MAC000207,Std,ACORN-Q,Adversity
MAC004435,Std,ACORN-Q,Adversity
MAC004437,Std,ACORN-Q,Adversity
MAC000208,Std,ACORN-Q,Adversity
MAC003586,Std,ACORN-Q,Adversity
MAC004498,Std,ACORN-Q,Adversity
MAC004495,Std,ACORN-Q,Adversity
MAC000212,Std,ACORN-Q,Adversity
MAC004489,Std,ACORN-Q,Adversity
MAC003594,Std,ACORN-Q,Adversity
MAC004486,Std,ACORN-Q,Adversity
MAC003714,Std,ACORN-Q,Adversity
MAC004481,Std,ACORN-Q,Adversity
MAC004465,Std,ACORN-Q,Adversity
MAC004462,Std,ACORN-Q,Adversity
MAC004461,Std,ACORN-Q,Adversity
MAC004459,Std,ACORN-Q,Adversity
MAC004453,Std,ACORN-Q,Adversity
MAC003630,Std,ACORN-Q,Adversity
MAC004442,Std,ACORN-Q,Adversity
MAC004469,Std,ACORN-Q,Adversity
MAC005287,Std,ACORN-Q,Adversity
MAC002802,Std,ACORN-Q,Adversity
MAC002723,Std,ACORN-Q,Adversity
MAC001917,Std,ACORN-Q,Adversity
MAC001921,Std,ACORN-Q,Adversity
MAC001156,ToU,ACORN-Q,Adversity
MAC001922,Std,ACORN-Q,Adversity
MAC001132,ToU,ACORN-Q,Adversity
MAC001129,ToU,ACORN-Q,Adversity
MAC001931,Std,ACORN-Q,Adversity
MAC001102,ToU,ACORN-Q,Adversity
MAC001953,Std,ACORN-Q,Adversity
MAC001092,ToU,ACORN-Q,Adversity
MAC001959,Std,ACORN-Q,Adversity
MAC000329,Std,ACORN-Q,Adversity
MAC000090,Std,ACORN-Q,Adversity
MAC001968,Std,ACORN-Q,Adversity
MAC001983,Std,ACORN-Q,Adversity
MAC001179,ToU,ACORN-Q,Adversity
MAC001994,Std,ACORN-Q,Adversity
MAC001908,Std,ACORN-Q,Adversity
MAC001222,ToU,ACORN-Q,Adversity
MAC001841,Std,ACORN-Q,Adversity
MAC001413,ToU,ACORN-Q,Adversity
MAC001844,Std,ACORN-Q,Adversity
MAC001383,ToU,ACORN-Q,Adversity
MAC001863,Std,ACORN-Q,Adversity
MAC001351,ToU,ACORN-Q,Adversity
MAC001343,ToU,ACORN-Q,Adversity
MAC001871,Std,ACORN-Q,Adversity
MAC001318,ToU,ACORN-Q,Adversity
MAC001876,Std,ACORN-Q,Adversity
MAC001878,Std,ACORN-Q,Adversity
MAC001885,Std,ACORN-Q,Adversity
MAC001894,Std,ACORN-Q,Adversity
MAC001898,Std,ACORN-Q,Adversity
MAC001899,Std,ACORN-Q,Adversity
MAC001907,Std,ACORN-Q,Adversity
MAC002001,Std,ACORN-Q,Adversity
MAC002003,Std,ACORN-Q,Adversity
MAC002009,Std,ACORN-Q,Adversity
MAC002089,Std,ACORN-Q,Adversity
MAC002094,Std,ACORN-Q,Adversity
MAC000759,ToU,ACORN-Q,Adversity
MAC002107,Std,ACORN-Q,Adversity
MAC002116,Std,ACORN-Q,Adversity
MAC005288,Std,ACORN-Q,Adversity
MAC002124,Std,ACORN-Q,Adversity
MAC002128,Std,ACORN-Q,Adversity
MAC000708,ToU,ACORN-Q,Adversity
MAC000704,ToU,ACORN-Q,Adversity
MAC002129,Std,ACORN-Q,Adversity
MAC000683,ToU,ACORN-Q,Adversity
MAC002139,Std,ACORN-Q,Adversity
MAC002146,Std,ACORN-Q,Adversity
MAC002159,Std,ACORN-Q,Adversity
MAC002088,Std,ACORN-Q,Adversity
MAC000092,Std,ACORN-Q,Adversity
MAC000810,ToU,ACORN-Q,Adversity
MAC002077,Std,ACORN-Q,Adversity
MAC000961,ToU,ACORN-Q,Adversity
MAC002023,Std,ACORN-Q,Adversity
MAC002028,Std,ACORN-Q,Adversity
MAC000944,ToU,ACORN-Q,Adversity
MAC000943,ToU,ACORN-Q,Adversity
MAC002033,Std,ACORN-Q,Adversity
MAC002035,Std,ACORN-Q,Adversity
MAC001839,Std,ACORN-Q,Adversity
MAC002045,Std,ACORN-Q,Adversity
MAC002053,Std,ACORN-Q,Adversity
MAC002054,Std,ACORN-Q,Adversity
MAC002055,Std,ACORN-Q,Adversity
MAC002057,Std,ACORN-Q,Adversity
MAC000847,ToU,ACORN-Q,Adversity
MAC002067,Std,ACORN-Q,Adversity
MAC002069,Std,ACORN-Q,Adversity
MAC000879,ToU,ACORN-Q,Adversity
MAC001421,ToU,ACORN-Q,Adversity
MAC001837,Std,ACORN-Q,Adversity
MAC001431,ToU,ACORN-Q,Adversity
MAC001558,Std,ACORN-Q,Adversity
MAC001560,Std,ACORN-Q,Adversity
MAC002108,ToU,ACORN-Q,Adversity
MAC001565,Std,ACORN-Q,Adversity
MAC001574,Std,ACORN-Q,Adversity
MAC001582,Std,ACORN-Q,Adversity
MAC001583,Std,ACORN-Q,Adversity
MAC001594,Std,ACORN-Q,Adversity
MAC001598,Std,ACORN-Q,Adversity
MAC002040,ToU,ACORN-Q,Adversity
MAC001603,Std,ACORN-Q,Adversity
MAC002011,ToU,ACORN-Q,Adversity
MAC001616,Std,ACORN-Q,Adversity
MAC001620,Std,ACORN-Q,Adversity
MAC001952,ToU,ACORN-Q,Adversity
MAC002118,ToU,ACORN-Q,Adversity
MAC002119,ToU,ACORN-Q,Adversity
MAC001557,Std,ACORN-Q,Adversity
MAC002126,ToU,ACORN-Q,Adversity
MAC002318,ToU,ACORN-Q,Adversity
MAC001459,Std,ACORN-Q,Adversity
MAC002292,ToU,ACORN-Q,Adversity
MAC001460,Std,ACORN-Q,Adversity
MAC001483,Std,ACORN-Q,Adversity
MAC002236,ToU,ACORN-Q,Adversity
MAC001489,Std,ACORN-Q,Adversity
MAC001622,Std,ACORN-Q,Adversity
MAC001496,Std,ACORN-Q,Adversity
MAC002217,ToU,ACORN-Q,Adversity
MAC000077,Std,ACORN-Q,Adversity
MAC001527,Std,ACORN-Q,Adversity
MAC001540,Std,ACORN-Q,Adversity
MAC001545,Std,ACORN-Q,Adversity
MAC001546,Std,ACORN-Q,Adversity
MAC001549,Std,ACORN-Q,Adversity
MAC001503,Std,ACORN-Q,Adversity
MAC000653,ToU,ACORN-Q,Adversity
MAC001910,ToU,ACORN-Q,Adversity
MAC001880,ToU,ACORN-Q,Adversity
MAC001752,Std,ACORN-Q,Adversity
MAC001765,Std,ACORN-Q,Adversity
MAC001779,Std,ACORN-Q,Adversity
MAC001785,Std,ACORN-Q,Adversity
MAC001791,Std,ACORN-Q,Adversity
MAC001554,ToU,ACORN-Q,Adversity
MAC001798,Std,ACORN-Q,Adversity
MAC001509,ToU,ACORN-Q,Adversity
MAC001811,Std,ACORN-Q,Adversity
MAC001817,Std,ACORN-Q,Adversity
MAC000334,Std,ACORN-Q,Adversity
MAC001824,Std,ACORN-Q,Adversity
MAC001829,Std,ACORN-Q,Adversity
MAC001449,ToU,ACORN-Q,Adversity
MAC000333,Std,ACORN-Q,Adversity
MAC001751,Std,ACORN-Q,Adversity
MAC001748,Std,ACORN-Q,Adversity
MAC001747,Std,ACORN-Q,Adversity
MAC001744,Std,ACORN-Q,Adversity
MAC001640,Std,ACORN-Q,Adversity
MAC001648,Std,ACORN-Q,Adversity
MAC001657,Std,ACORN-Q,Adversity
MAC001663,Std,ACORN-Q,Adversity
MAC001840,ToU,ACORN-Q,Adversity
MAC001672,Std,ACORN-Q,Adversity
MAC001673,Std,ACORN-Q,Adversity
MAC001904,ToU,ACORN-Q,Adversity
MAC001777,ToU,ACORN-Q,Adversity
MAC001755,ToU,ACORN-Q,Adversity
MAC001684,Std,ACORN-Q,Adversity
MAC001692,Std,ACORN-Q,Adversity
MAC001715,ToU,ACORN-Q,Adversity
MAC001703,Std,ACORN-Q,Adversity
MAC001714,Std,ACORN-Q,Adversity
MAC001738,Std,ACORN-Q,Adversity
MAC001773,ToU,ACORN-Q,Adversity
MAC000641,ToU,ACORN-Q,Adversity
MAC002117,Std,ACORN-Q,Adversity
MAC000635,ToU,ACORN-Q,Adversity
MAC005458,Std,ACORN-Q,Adversity
MAC002419,Std,ACORN-Q,Adversity
MAC002424,Std,ACORN-Q,Adversity
MAC005452,Std,ACORN-Q,Adversity
MAC002426,Std,ACORN-Q,Adversity
MAC002427,Std,ACORN-Q,Adversity
MAC002438,Std,ACORN-Q,Adversity
MAC005435,Std,ACORN-Q,Adversity
MAC000313,Std,ACORN-Q,Adversity
MAC002475,Std,ACORN-Q,Adversity
MAC002483,Std,ACORN-Q,Adversity
MAC002501,Std,ACORN-Q,Adversity
MAC002511,Std,ACORN-Q,Adversity
MAC005414,Std,ACORN-Q,Adversity
MAC002523,Std,ACORN-Q,Adversity
MAC002416,Std,ACORN-Q,Adversity
MAC005460,Std,ACORN-Q,Adversity
MAC005463,Std,ACORN-Q,Adversity
MAC002408,Std,ACORN-Q,Adversity
MAC005528,Std,ACORN-Q,Adversity
MAC005527,Std,ACORN-Q,Adversity
MAC005519,Std,ACORN-Q,Adversity
MAC000102,Std,ACORN-Q,Adversity
MAC000104,Std,ACORN-Q,Adversity
MAC002391,Std,ACORN-Q,Adversity
MAC005503,Std,ACORN-Q,Adversity
MAC002527,Std,ACORN-Q,Adversity
MAC002392,Std,ACORN-Q,Adversity
MAC005500,Std,ACORN-Q,Adversity
MAC005499,Std,ACORN-Q,Adversity
MAC002400,Std,ACORN-Q,Adversity
MAC002402,Std,ACORN-Q,Adversity
MAC002403,Std,ACORN-Q,Adversity
MAC005487,Std,ACORN-Q,Adversity
MAC005480,Std,ACORN-Q,Adversity
MAC002161,Std,ACORN-Q,Adversity
MAC002531,Std,ACORN-Q,Adversity
MAC002537,Std,ACORN-Q,Adversity
MAC002541,Std,ACORN-Q,Adversity
MAC005336,Std,ACORN-Q,Adversity
MAC002652,Std,ACORN-Q,Adversity
MAC005332,Std,ACORN-Q,Adversity
MAC002653,Std,ACORN-Q,Adversity
MAC005328,Std,ACORN-Q,Adversity
MAC002659,Std,ACORN-Q,Adversity
MAC002674,Std,ACORN-Q,Adversity
MAC005339,Std,ACORN-Q,Adversity
MAC002685,Std,ACORN-Q,Adversity
MAC002689,Std,ACORN-Q,Adversity
MAC002700,Std,ACORN-Q,Adversity
MAC002705,Std,ACORN-Q,Adversity
MAC002707,Std,ACORN-Q,Adversity
MAC002709,Std,ACORN-Q,Adversity
MAC002711,Std,ACORN-Q,Adversity
MAC002717,Std,ACORN-Q,Adversity
MAC002687,Std,ACORN-Q,Adversity
MAC002384,Std,ACORN-Q,Adversity
MAC002646,Std,ACORN-Q,Adversity
MAC002639,Std,ACORN-Q,Adversity
MAC002551,Std,ACORN-Q,Adversity
MAC002559,Std,ACORN-Q,Adversity
MAC005389,Std,ACORN-Q,Adversity
MAC002569,Std,ACORN-Q,Adversity
MAC002572,Std,ACORN-Q,Adversity
MAC005381,Std,ACORN-Q,Adversity
MAC002576,Std,ACORN-Q,Adversity
MAC002642,Std,ACORN-Q,Adversity
MAC002594,Std,ACORN-Q,Adversity
MAC002600,Std,ACORN-Q,Adversity
MAC005369,Std,ACORN-Q,Adversity
MAC002607,Std,ACORN-Q,Adversity
MAC005364,Std,ACORN-Q,Adversity
MAC002629,Std,ACORN-Q,Adversity
MAC002632,Std,ACORN-Q,Adversity
MAC002638,Std,ACORN-Q,Adversity
MAC000305,Std,ACORN-Q,Adversity
MAC002382,Std,ACORN-Q,Adversity
MAC003707,Std,ACORN-Q,Adversity
MAC005545,Std,ACORN-Q,Adversity
MAC002308,Std,ACORN-Q,Adversity
MAC002305,Std,ACORN-Q,Adversity
MAC000529,ToU,ACORN-Q,Adversity
MAC002196,Std,ACORN-Q,Adversity
MAC000236,ToU,ACORN-Q,Adversity
MAC002298,Std,ACORN-Q,Adversity
MAC002206,Std,ACORN-Q,Adversity
MAC000316,Std,ACORN-Q,Adversity
MAC002294,Std,ACORN-Q,Adversity
MAC002293,Std,ACORN-Q,Adversity
MAC002209,Std,ACORN-Q,Adversity
MAC002229,Std,ACORN-Q,Adversity
MAC000583,ToU,ACORN-Q,Adversity
MAC000292,ToU,ACORN-Q,Adversity
MAC000293,ToU,ACORN-Q,Adversity
MAC002287,Std,ACORN-Q,Adversity
MAC002234,Std,ACORN-Q,Adversity
MAC002276,Std,ACORN-Q,Adversity
MAC002274,Std,ACORN-Q,Adversity
MAC002270,Std,ACORN-Q,Adversity
MAC000392,ToU,ACORN-Q,Adversity
MAC000402,ToU,ACORN-Q,Adversity
MAC002237,Std,ACORN-Q,Adversity
MAC000408,ToU,ACORN-Q,Adversity
MAC002258,Std,ACORN-Q,Adversity
MAC002248,Std,ACORN-Q,Adversity
MAC002379,Std,ACORN-Q,Adversity
MAC002315,Std,ACORN-Q,Adversity
MAC000549,ToU,ACORN-Q,Adversity
MAC002325,Std,ACORN-Q,Adversity
MAC005547,Std,ACORN-Q,Adversity
MAC005556,Std,ACORN-Q,Adversity
MAC002365,Std,ACORN-Q,Adversity
MAC005563,Std,ACORN-Q,Adversity
MAC002364,Std,ACORN-Q,Adversity
MAC002168,Std,ACORN-Q,Adversity
MAC005567,Std,ACORN-Q,Adversity
MAC002173,Std,ACORN-Q,Adversity
MAC000031,ToU,ACORN-Q,Adversity
MAC002353,Std,ACORN-Q,Adversity
MAC002191,Std,ACORN-Q,Adversity
MAC002174,Std,ACORN-Q,Adversity
MAC002175,Std,ACORN-Q,Adversity
MAC002351,Std,ACORN-Q,Adversity
MAC002352,Std,ACORN-Q,Adversity
MAC002345,Std,ACORN-Q,Adversity
MAC002328,Std,ACORN-Q,Adversity
MAC002185,Std,ACORN-Q,Adversity
MAC002347,Std,ACORN-Q,Adversity
MAC000088,ToU,ACORN-Q,Adversity
MAC002331,Std,ACORN-Q,Adversity
MAC000318,Std,ACORN-Q,Adversity
MAC003916,ToU,ACORN-U,ACORN-U
MAC004010,Std,ACORN-U,ACORN-U
MAC004788,Std,ACORN-U,ACORN-U
MAC004649,Std,ACORN-U,ACORN-U
MAC004672,Std,ACORN-U,ACORN-U
MAC002152,Std,ACORN-U,ACORN-U
MAC005363,Std,ACORN-U,ACORN-U
MAC003407,Std,ACORN-U,ACORN-U
MAC002647,Std,ACORN-U,ACORN-U
MAC002087,Std,ACORN-U,ACORN-U
MAC003328,Std,ACORN-U,ACORN-U
MAC002720,Std,ACORN-U,ACORN-U
MAC004069,Std,ACORN-U,ACORN-U
MAC003977,ToU,ACORN-U,ACORN-U
MAC003992,Std,ACORN-U,ACORN-U
MAC001851,ToU,ACORN-U,ACORN-U
MAC004142,Std,ACORN-U,ACORN-U
MAC003078,Std,ACORN-U,ACORN-U
MAC004323,ToU,ACORN-U,ACORN-U
MAC005036,Std,ACORN-U,ACORN-U
MAC004067,Std,ACORN-U,ACORN-U
MAC003619,Std,ACORN-U,ACORN-U
MAC000099,Std,ACORN-U,ACORN-U
MAC001256,Std,ACORN-U,ACORN-U
MAC001147,ToU,ACORN-U,ACORN-U
MAC003163,Std,ACORN-U,ACORN-U
MAC001795,Std,ACORN-U,ACORN-U
MAC004515,Std,ACORN-U,ACORN-U
MAC003780,Std,ACORN-U,ACORN-U
MAC004467,ToU,ACORN-U,ACORN-U
MAC003218,Std,ACORN-U,ACORN-U
MAC001600,Std,ACORN-U,ACORN-U
MAC005424,Std,ACORN-U,ACORN-U
MAC001706,ToU,ACORN-U,ACORN-U
MAC001997,Std,ACORN-U,ACORN-U
MAC002485,Std,ACORN-U,ACORN-U
MAC003860,Std,ACORN-U,ACORN-U
MAC000023,Std,ACORN-U,ACORN-U
MAC004215,Std,ACORN-U,ACORN-U
MAC003884,Std,ACORN-U,ACORN-U
MAC003652,ToU,ACORN-U,ACORN-U
MAC001348,Std,ACORN-U,ACORN-U
MAC004570,Std,ACORN-U,ACORN-U
MAC003317,Std,ACORN-U,ACORN-U
MAC002056,Std,ACORN-U,ACORN-U
MAC004587,Std,ACORN-U,ACORN-U
MAC004828,Std,ACORN-U,ACORN-U
MAC001704,ToU,ACORN-U,ACORN-U
MAC002774,ToU,ACORN-U,ACORN-U
