temp_max,weather_icon,cloud_cover,wind_speed,humidity,weather_date,temp_min,weather_summary
1.8,partly-cloudy-day,0.45,0.73,0.91,12/12/2012 0:00,-3.83,Partly cloudy until evening.
22.33,partly-cloudy-day,0.48,1.35,0.71,7/4/2012 23:00,15.2,Partly cloudy throughout the day.
12.36,partly-cloudy-day,0.49,5.32,0.79,10/31/2012 0:00,6.45,Partly cloudy throughout the day.
18.72,partly-cloudy-day,0.55,4.04,0.71,9/16/2012 23:00,13.29,Partly cloudy throughout the day.
17.38,partly-cloudy-day,0.45,3.17,0.7,9/19/2012 23:00,9.07,Partly cloudy throughout the day.
10.75,wind,0.46,4.26,0.78,3/7/2012 0:00,5.14,Partly cloudy until evening and breezy in the morning.
20.53,partly-cloudy-day,0.55,2.53,0.72,8/31/2012 23:00,13.11,Partly cloudy throughout the day.
14.72,partly-cloudy-day,0.48,5.42,0.75,10/11/2012 23:00,8.51,Partly cloudy until evening.
25.13,partly-cloudy-day,0.24,2.43,0.7,8/11/2012 23:00,16.03,Partly cloudy until evening.
25.92,partly-cloudy-day,0.27,0.52,0.69,8/8/2012 23:00,13.33,Partly cloudy until evening.
24.54,partly-cloudy-day,0.34,2.78,0.75,8/19/2012 23:00,16.96,Partly cloudy until evening.
12.9,partly-cloudy-day,0.37,5,0.7,4/9/2012 23:00,5.94,Partly cloudy throughout the day.
13.86,fog,0.41,1.02,0.87,3/12/2012 0:00,5.43,Foggy in the morning.
10.75,partly-cloudy-day,0.52,3.44,0.87,3/17/2012 0:00,7.37,Partly cloudy throughout the day.
16.26,partly-cloudy-day,0.19,3.29,0.62,5/12/2012 23:00,5.49,"Partly cloudy starting in the afternoon, continuing until evening."
7.96,partly-cloudy-day,0.62,2.17,0.86,12/18/2012 0:00,4.66,Mostly cloudy throughout the day.
21.01,partly-cloudy-day,0.51,4.39,0.69,8/25/2012 23:00,14.26,Partly cloudy throughout the day.
18.13,partly-cloudy-day,0.52,4.58,0.82,6/5/2012 23:00,12.52,Partly cloudy throughout the day.
1.54,partly-cloudy-day,0.36,2.2,0.67,2/3/2012 0:00,-2.19,Partly cloudy until evening.
10.22,partly-cloudy-day,0.58,3.55,0.87,12/3/2012 0:00,2.94,Partly cloudy until evening.
6.46,partly-cloudy-day,0.57,2.56,0.86,1/28/2012 0:00,3.27,Mostly cloudy throughout the day.
13.07,partly-cloudy-day,0.67,3.91,0.96,12/22/2012 0:00,6.04,Mostly cloudy throughout the day.
10.9,wind,0.37,6.82,0.77,12/30/2012 0:00,5.44,Partly cloudy throughout the day and breezy overnight.
12.48,partly-cloudy-day,0.57,2.91,0.76,4/23/2012 23:00,6.99,Partly cloudy until evening.
18.77,partly-cloudy-day,0.55,1.08,0.89,7/7/2012 23:00,14.28,Partly cloudy throughout the day.
18.31,partly-cloudy-day,0.66,3.88,0.76,9/15/2012 23:00,12.98,Mostly cloudy throughout the day.
21.12,partly-cloudy-day,0.22,2.87,0.7,9/14/2012 23:00,9.69,Partly cloudy until evening.
12.34,wind,0.7,4.78,0.89,12/28/2012 0:00,5.45,Mostly cloudy throughout the day and breezy overnight.
4.37,partly-cloudy-night,0.25,1.55,0.88,11/30/2012 0:00,-0.89,"Partly cloudy starting in the afternoon, continuing until evening."
16.98,partly-cloudy-day,0.5,4.73,0.84,2/23/2012 0:00,10.34,Partly cloudy throughout the day.
9.76,partly-cloudy-day,0.81,3.56,0.9,1/25/2012 0:00,8.59,Mostly cloudy throughout the day.
3.89,partly-cloudy-day,0.39,3.05,0.84,12/5/2012 0:00,-0.77,Partly cloudy until evening.
9.77,partly-cloudy-day,0.6,2.13,0.95,1/24/2012 0:00,1.94,Mostly cloudy throughout the day.
12.4,partly-cloudy-day,0.46,4.35,0.81,1/12/2012 0:00,5.08,Partly cloudy until evening.
12.88,partly-cloudy-day,0.25,1.15,0.61,3/31/2012 23:00,2.43,Partly cloudy until evening.
16.04,partly-cloudy-day,0.44,4.18,0.85,10/17/2012 23:00,12.15,Partly cloudy throughout the day.
15.14,partly-cloudy-day,0.39,2.57,0.88,9/25/2012 23:00,10.07,Partly cloudy throughout the day.
22.68,partly-cloudy-day,0.42,2.92,0.79,8/12/2012 23:00,15.26,Partly cloudy throughout the day.
24.11,fog,0.4,2.37,0.72,5/29/2012 23:00,12.5,Foggy in the morning.
25.37,partly-cloudy-day,0.17,2.18,0.75,5/22/2012 23:00,13.47,Partly cloudy in the morning.
16.32,partly-cloudy-day,0.43,1.47,0.76,9/20/2012 23:00,10.34,Partly cloudy throughout the day.
19.54,partly-cloudy-day,0.48,4.31,0.76,5/30/2012 23:00,13.7,Partly cloudy throughout the day.
7.73,partly-cloudy-day,0.21,4.36,0.82,12/4/2012 0:00,1.21,Partly cloudy until evening.
20.08,partly-cloudy-day,0.63,0.84,0.78,5/31/2012 23:00,13.98,Mostly cloudy throughout the day.
15.55,partly-cloudy-day,0.38,1.25,0.81,3/11/2012 0:00,6.82,Partly cloudy until evening.
20.69,partly-cloudy-day,0.34,2.23,0.79,8/4/2012 23:00,12.98,Partly cloudy throughout the day.
10.11,partly-cloudy-day,0.7,5.19,0.79,10/25/2012 23:00,4.19,Mostly cloudy throughout the day.
5.73,fog,0.31,2.68,0.88,12/1/2012 0:00,-1.35,Foggy in the morning.
20.19,partly-cloudy-day,0.53,3.03,0.84,7/30/2012 23:00,11.52,Partly cloudy throughout the day.
21.44,partly-cloudy-day,0.66,3.35,0.85,7/3/2012 23:00,15.95,Mostly cloudy throughout the day.
10.48,partly-cloudy-day,0.72,2.09,0.75,4/6/2012 23:00,6.86,Mostly cloudy throughout the day.
8.37,partly-cloudy-day,0.73,2.75,0.75,5/5/2012 23:00,5.72,Mostly cloudy throughout the day.
21.04,partly-cloudy-day,0.41,3.97,0.77,8/3/2012 23:00,14.36,Partly cloudy until evening.
12.91,partly-cloudy-day,0.31,1.67,0.7,4/10/2012 23:00,3.57,Partly cloudy throughout the day.
17.72,partly-cloudy-day,0.33,3.21,0.6,8/30/2012 23:00,7.78,Partly cloudy throughout the day.
15.81,fog,0.1,3.71,0.72,3/22/2012 0:00,6.14,Foggy overnight.
19.26,partly-cloudy-day,0.58,4.59,0.83,7/12/2012 23:00,14.21,Partly cloudy throughout the day.
6.35,partly-cloudy-day,0.17,3.81,0.64,2/19/2012 0:00,0.62,Partly cloudy until evening.
17.47,wind,0.57,7.3,0.72,6/15/2012 23:00,12.57,Breezy and mostly cloudy throughout the day.
14.84,partly-cloudy-day,0.49,4.14,0.77,4/26/2012 23:00,9.28,Partly cloudy throughout the day.
16.6,partly-cloudy-day,0.42,4.66,0.82,10/16/2012 23:00,8.8,Partly cloudy throughout the day.
15.04,partly-cloudy-day,0.24,1.14,0.63,4/1/2012 23:00,3.98,Partly cloudy throughout the day.
15.18,wind,0.77,3.06,0.92,5/8/2012 23:00,10.78,Mostly cloudy throughout the day and breezy overnight.
11.8,partly-cloudy-night,0.37,5.93,0.68,1/22/2012 0:00,6,Partly cloudy throughout the day.
21.48,partly-cloudy-day,0.34,4.6,0.72,8/21/2012 23:00,13.16,Partly cloudy until evening.
12.41,fog,0.69,3.37,0.94,10/20/2012 23:00,10.19,Foggy overnight.
18.26,partly-cloudy-day,0.39,3.45,0.69,7/14/2012 23:00,12.44,Partly cloudy throughout the day.
9.19,partly-cloudy-day,0.41,2.09,0.83,11/5/2012 0:00,2.94,Partly cloudy until evening.
19.08,wind,0.59,2.75,0.84,6/20/2012 23:00,11.52,Mostly cloudy throughout the day and breezy overnight.
25.76,partly-cloudy-day,0.18,2.97,0.63,9/6/2012 23:00,11.46,Partly cloudy until evening.
9.57,partly-cloudy-day,0.76,3.54,0.96,12/20/2012 0:00,6.53,Mostly cloudy throughout the day.
12.11,partly-cloudy-day,0.51,2.18,0.67,2/25/2012 0:00,6.97,Mostly cloudy until afternoon.
13.79,partly-cloudy-day,0.39,2.58,0.78,3/25/2012 0:00,4.4,Partly cloudy until evening.
14.99,partly-cloudy-day,0.28,3.65,0.79,10/3/2012 23:00,7.19,Partly cloudy throughout the day.
13.86,partly-cloudy-day,0.66,2.71,0.86,2/28/2012 0:00,9.73,Mostly cloudy throughout the day.
12.03,partly-cloudy-day,0.29,3.54,0.68,3/8/2012 0:00,3.26,Partly cloudy until evening.
20.76,partly-cloudy-day,0.46,1.88,0.67,9/5/2012 23:00,8.67,Mostly cloudy throughout the day.
6.41,partly-cloudy-day,0.16,1.61,0.83,1/13/2012 0:00,1.2,Partly cloudy until evening.
8.66,partly-cloudy-day,0.53,5.44,0.8,12/9/2012 0:00,3.86,Mostly cloudy until evening.
15.77,partly-cloudy-day,0.46,2.19,0.77,5/17/2012 23:00,9.11,Mostly cloudy throughout the day.
19.32,partly-cloudy-day,0.46,3.83,0.78,8/6/2012 23:00,11.49,Partly cloudy throughout the day.
0.73,partly-cloudy-day,0.89,3.92,0.78,2/8/2012 0:00,-2.1,Mostly cloudy throughout the day.
1.41,partly-cloudy-day,0.29,4.71,0.59,2/2/2012 0:00,-1.76,Partly cloudy throughout the day.
7.44,partly-cloudy-day,0.52,4.02,0.92,12/19/2012 0:00,3.07,Mostly cloudy throughout the day.
19.16,partly-cloudy-day,0.19,1.76,0.61,3/28/2012 23:00,6.89,Partly cloudy in the afternoon.
8.42,partly-cloudy-day,0.57,4.34,0.76,2/14/2012 0:00,4.54,Partly cloudy throughout the day.
15.17,wind,0.68,8.64,0.78,6/7/2012 23:00,12.28,Breezy and mostly cloudy throughout the day.
29.37,partly-cloudy-day,0.2,0.81,0.57,7/24/2012 23:00,15.74,Partly cloudy until evening.
16.92,partly-cloudy-day,0.4,2.65,0.8,8/29/2012 23:00,11.25,Partly cloudy until evening.
13.81,partly-cloudy-day,0.78,3.3,0.85,5/1/2012 23:00,9.73,Mostly cloudy throughout the day.
24.43,partly-cloudy-day,0.47,3.98,0.75,5/21/2012 23:00,11.44,Partly cloudy until evening.
14.03,partly-cloudy-day,0.29,4.35,0.78,4/21/2012 23:00,4.76,Partly cloudy throughout the day.
9.19,fog,0.9,2,0.92,11/16/2012 0:00,5.91,Foggy until evening.
6.58,fog,0.65,3.23,0.9,2/13/2012 0:00,1.09,Foggy in the morning.
10.76,partly-cloudy-day,0.53,5.95,0.79,2/18/2012 0:00,3.2,Mostly cloudy until evening.
21.15,partly-cloudy-day,0.36,2.35,0.7,6/24/2012 23:00,12.11,Partly cloudy throughout the day.
22.66,partly-cloudy-day,0.57,2.94,0.82,6/26/2012 23:00,17.56,Partly cloudy throughout the day.
20.93,partly-cloudy-day,0.52,3.94,0.88,8/24/2012 23:00,15.04,Partly cloudy throughout the day.
9.75,partly-cloudy-day,0.89,4.2,0.76,3/16/2012 0:00,8.5,Mostly cloudy throughout the day.
19.69,partly-cloudy-day,0.36,4.15,0.85,8/28/2012 23:00,13.66,Partly cloudy until evening.
9.93,partly-cloudy-night,0.47,4.2,0.86,11/7/2012 0:00,4.97,Partly cloudy throughout the day.
19.48,fog,0.07,1.01,0.74,3/23/2012 0:00,6.74,Foggy in the morning.
10.34,wind,0.71,4.22,0.92,12/14/2012 0:00,1.93,Foggy in the morning and breezy in the evening.
3.98,partly-cloudy-day,0.55,1.54,0.79,1/30/2012 0:00,1.24,Partly cloudy throughout the day.
17.92,partly-cloudy-day,0.34,3.93,0.72,9/11/2012 23:00,8.24,Partly cloudy throughout the day.
15,partly-cloudy-day,0.51,3.42,0.82,6/4/2012 23:00,7.54,Mostly cloudy throughout the day.
13.64,partly-cloudy-day,0.25,0.4,0.87,10/6/2012 23:00,5.27,Partly cloudy throughout the day.
25.98,partly-cloudy-day,0.13,3.3,0.56,5/26/2012 23:00,13.55,"Partly cloudy starting in the afternoon, continuing until evening."
14.88,partly-cloudy-day,0.71,3.2,0.89,10/10/2012 23:00,9.15,Mostly cloudy throughout the day.
8.92,partly-cloudy-day,0.7,4.6,0.76,4/4/2012 23:00,4.61,Mostly cloudy until evening.
17.06,partly-cloudy-day,0.68,5.27,0.85,7/15/2012 23:00,13.05,Mostly cloudy throughout the day.
12.59,partly-cloudy-day,0.58,4.92,0.9,1/1/2012 0:00,7.71,Partly cloudy throughout the day.
11.23,partly-cloudy-day,0.5,4.13,0.82,11/19/2012 0:00,3.49,Mostly cloudy throughout the day.
22.44,partly-cloudy-day,0.55,4.9,0.77,7/16/2012 23:00,13.92,Partly cloudy throughout the day.
6.89,partly-cloudy-day,0.65,5.17,0.83,11/28/2012 0:00,3.45,Mostly cloudy throughout the day.
20.18,partly-cloudy-day,0.48,4.41,0.73,7/18/2012 23:00,13.77,Partly cloudy throughout the day.
9.87,partly-cloudy-night,0.22,1.98,0.88,11/11/2012 0:00,2.1,"Partly cloudy starting in the afternoon, continuing until evening."
7.68,partly-cloudy-day,0.39,5.79,0.79,10/26/2012 23:00,2.49,Partly cloudy until evening.
17.24,partly-cloudy-day,0.51,3.13,0.82,5/7/2012 23:00,10.43,Partly cloudy throughout the day.
25.58,partly-cloudy-day,0.21,0.71,0.62,5/27/2012 23:00,13.89,Partly cloudy until evening.
28.32,clear-day,0.02,0.87,0.58,7/23/2012 23:00,14.21,Clear throughout the day.
5.79,partly-cloudy-night,0.34,1.43,0.83,1/17/2012 0:00,-1.45,Partly cloudy throughout the day.
17.64,partly-cloudy-day,0.37,2.92,0.68,9/12/2012 23:00,8.62,Partly cloudy throughout the day.
21.47,fog,0.17,1.18,0.89,9/23/2013 23:00,11.53,Foggy in the morning.
26.19,partly-cloudy-day,0.37,1.6,0.62,7/25/2013 23:00,15.26,Mostly cloudy until evening.
25.61,partly-cloudy-day,0.13,3.27,0.57,7/8/2013 23:00,12.01,Partly cloudy until afternoon.
23.81,partly-cloudy-day,0.3,1.47,0.63,8/7/2013 23:00,11.83,Partly cloudy throughout the day.
5.7,partly-cloudy-day,0.52,0.4,0.93,1/11/2013 0:00,0.89,Mostly cloudy until evening.
7.26,partly-cloudy-day,0.64,4.25,0.8,2/28/2013 0:00,2.41,Mostly cloudy throughout the day.
10.94,wind,0.67,3.97,0.8,5/13/2013 23:00,7.36,Overcast throughout the day and breezy overnight.
7.49,partly-cloudy-day,0.43,4,0.82,1/1/2013 0:00,3.31,Partly cloudy throughout the day.
18.41,partly-cloudy-day,0.51,2.45,0.75,9/19/2013 23:00,9.84,Mostly cloudy throughout the day.
18.32,partly-cloudy-day,0.39,1.92,0.81,9/5/2013 23:00,13.26,Mostly cloudy until evening.
21.13,partly-cloudy-day,0.36,1.09,0.9,8/21/2013 23:00,16.54,Mostly cloudy until evening.
28.49,fog,0.12,0.78,0.71,9/4/2013 23:00,15.46,Foggy in the morning.
26.03,partly-cloudy-day,0.51,3.44,0.71,7/20/2013 23:00,16.84,Mostly cloudy until afternoon.
11.33,wind,0.35,5.45,0.81,12/14/2013 0:00,3.79,Partly cloudy until evening and breezy starting in the evening.
16.51,wind,0.7,6.28,0.76,6/22/2013 23:00,12.62,Mostly cloudy until evening and breezy until afternoon.
8.98,fog,0.16,2.28,0.94,12/12/2013 0:00,1.52,Foggy until afternoon.
25.57,partly-cloudy-day,0.38,2.36,0.64,8/20/2013 23:00,12.72,Partly cloudy until evening.
10.26,partly-cloudy-day,0.49,4.18,0.65,5/22/2013 23:00,6.27,Mostly cloudy throughout the day.
7.06,partly-cloudy-day,0.41,1.9,0.9,11/9/2013 0:00,3.28,Mostly cloudy until evening.
2.35,partly-cloudy-day,0.86,4.47,0.71,2/24/2013 0:00,0.85,Mostly cloudy throughout the day.
10.07,partly-cloudy-day,0.25,5.66,0.73,12/22/2013 0:00,4.81,Partly cloudy until evening.
20.16,partly-cloudy-day,0.93,3.46,0.87,6/27/2013 23:00,12.56,Mostly cloudy until evening.
2.91,partly-cloudy-day,0.55,5.76,0.74,4/3/2013 23:00,0.98,Mostly cloudy throughout the day.
10.79,partly-cloudy-day,0.83,4.28,0.85,1/4/2013 0:00,8.17,Mostly cloudy throughout the day.
19.64,fog,0.52,0.88,0.89,9/22/2013 23:00,13.03,Foggy overnight.
21.69,partly-cloudy-day,0.37,3.65,0.64,7/10/2013 23:00,11.99,Partly cloudy until evening.
13.18,wind,0.56,4.83,0.78,5/10/2013 23:00,7.06,Mostly cloudy until evening and breezy in the evening.
8.91,partly-cloudy-day,0.56,2.87,0.77,12/4/2013 0:00,2.35,Mostly cloudy until evening.
8.27,wind,0.65,5.82,0.81,3/15/2013 0:00,2.99,Mostly cloudy throughout the day and breezy overnight.
5.01,wind,0.69,7.92,0.79,3/22/2013 0:00,2.59,Mostly cloudy throughout the day and breezy until afternoon.
6.78,partly-cloudy-day,0.19,3.57,0.74,11/19/2013 0:00,0.6,Partly cloudy until evening.
24.62,partly-cloudy-day,0.29,0.63,0.65,7/4/2013 23:00,12.63,Partly cloudy until evening.
16.91,partly-cloudy-day,0.36,2.1,0.86,10/23/2013 23:00,6.83,"Mostly cloudy starting in the afternoon, continuing until evening."
11.73,partly-cloudy-day,0.51,3.44,0.85,12/13/2013 0:00,8.15,Mostly cloudy throughout the day.
22.49,partly-cloudy-day,0.51,4.37,0.74,7/19/2013 23:00,16.34,Mostly cloudy until evening.
24.03,partly-cloudy-day,0.31,3.91,0.64,8/29/2013 23:00,15.34,Partly cloudy throughout the day.
7.19,clear-day,0.03,2.47,0.85,12/25/2013 0:00,3.74,Clear throughout the day.
18.81,partly-cloudy-day,0.37,3.68,0.79,9/29/2013 23:00,13.21,Partly cloudy until evening.
15.84,partly-cloudy-day,0.49,3.76,0.84,9/18/2013 23:00,8.33,Mostly cloudy until evening.
23.19,partly-cloudy-day,0.22,3.88,0.64,7/9/2013 23:00,13.36,Partly cloudy until evening.
20.87,fog,0.36,0.51,0.86,9/24/2013 23:00,13.67,Foggy in the morning.
8.72,partly-cloudy-day,0.47,3.71,0.85,12/7/2013 0:00,6.55,Mostly cloudy until evening.
13.85,partly-cloudy-day,0.69,2.95,0.89,9/13/2013 23:00,9.3,Mostly cloudy until evening.
1.33,fog,0.67,5.2,0.85,1/18/2013 0:00,-1.93,Foggy until afternoon.
20.88,partly-cloudy-day,0.23,4.28,0.68,6/5/2013 23:00,8.73,Partly cloudy in the morning.
13.11,partly-cloudy-day,0.56,2.26,0.85,11/12/2013 0:00,6.08,Mostly cloudy until evening.
16.06,fog,0.12,1.6,0.74,3/5/2013 0:00,1.87,Foggy in the morning.
7.72,partly-cloudy-day,0.59,1.56,0.83,3/19/2013 0:00,2.81,Mostly cloudy throughout the day.
15.43,partly-cloudy-day,0.42,5.4,0.72,4/14/2013 23:00,10.08,Partly cloudy until evening.
23.38,partly-cloudy-day,0.37,0.85,0.69,8/27/2013 23:00,12.45,Mostly cloudy in the morning.
10.26,wind,0.43,6.6,0.77,1/27/2013 0:00,4.72,Breezy in the morning and partly cloudy until evening.
14.56,cloudy,0.95,1.67,0.68,6/9/2013 23:00,10.61,Overcast until evening.
27.04,clear-day,0.1,1.86,0.75,9/3/2013 23:00,14.09,Clear throughout the day.
14.12,partly-cloudy-day,0.28,2.14,0.64,4/20/2013 23:00,1.46,Partly cloudy throughout the day.
5.53,partly-cloudy-day,0.39,3.57,0.71,2/7/2013 0:00,1.24,Partly cloudy throughout the day.
9.14,partly-cloudy-day,0.35,1.4,0.87,11/16/2013 0:00,1.38,Mostly cloudy until evening.
7.51,wind,0.69,6.75,0.85,3/16/2013 0:00,5.79,Breezy in the morning and mostly cloudy throughout the day.
18.02,partly-cloudy-day,0.72,1.24,0.87,9/11/2013 23:00,12.58,Mostly cloudy throughout the day.
9.25,partly-cloudy-day,0.27,2.57,0.72,11/15/2013 0:00,3.33,Partly cloudy until evening.
9.3,fog,0.98,1.77,0.92,11/18/2013 0:00,7.37,Foggy in the morning.
5.88,partly-cloudy-day,0.57,5.5,0.64,3/31/2013 23:00,1.1,Mostly cloudy until evening.
13.71,partly-cloudy-day,0.22,2.84,0.62,4/29/2013 23:00,5.94,Partly cloudy until evening.
12.89,wind,0.88,5.57,0.89,12/16/2013 0:00,7.95,Breezy in the morning and mostly cloudy until evening.
7.3,partly-cloudy-day,0.64,2.1,0.88,3/17/2013 0:00,2.36,Mostly cloudy throughout the day.
18.82,partly-cloudy-day,0.34,2.79,0.55,5/25/2013 23:00,6.24,Partly cloudy throughout the day.
11.95,wind,0.86,8.91,0.86,12/21/2013 0:00,9.41,Breezy in the morning and overcast until evening.
11.47,partly-cloudy-day,0.58,3.78,0.92,10/12/2013 23:00,8.87,Mostly cloudy until evening.
17.7,partly-cloudy-day,0.26,3.43,0.75,9/6/2013 23:00,11.39,Mostly cloudy until evening.
19.64,partly-cloudy-day,0.56,3.59,0.71,6/4/2013 23:00,8.96,Mostly cloudy throughout the day.
1.36,partly-cloudy-day,0.81,4.79,0.63,2/22/2013 0:00,0.2,Mostly cloudy throughout the day.
9.21,partly-cloudy-day,0.52,0.93,0.9,1/9/2013 0:00,1.77,Partly cloudy until evening.
3.48,partly-cloudy-day,0.6,3.13,0.74,1/13/2013 0:00,1.04,Partly cloudy throughout the day.
9.22,partly-cloudy-day,0.18,2.61,0.79,11/10/2013 0:00,2.58,"Partly cloudy starting in the afternoon, continuing until evening."
9.42,partly-cloudy-day,0.55,1.02,0.83,12/1/2013 0:00,2.43,Mostly cloudy until evening.
17.34,partly-cloudy-day,0.42,3.05,0.71,6/15/2013 23:00,11.46,Mostly cloudy until evening.
26.24,partly-cloudy-day,0.34,3.59,0.67,7/23/2013 23:00,15.59,Partly cloudy throughout the day.
18.09,cloudy,1,0.97,0.95,9/12/2013 23:00,14.78,Overcast until evening.
7.83,partly-cloudy-day,0.58,2.2,0.8,3/3/2013 0:00,-1.14,Mostly cloudy throughout the day.
21.68,partly-cloudy-day,0.54,3.45,0.72,5/30/2013 23:00,11.27,Mostly cloudy until evening.
14.81,partly-cloudy-day,0.44,5.33,0.76,5/11/2013 23:00,6.04,Mostly cloudy until evening.
16.96,wind,0.93,5.94,0.86,6/11/2013 23:00,14.16,Mostly cloudy until evening and breezy starting in the evening.
11.59,partly-cloudy-day,0.27,3.27,0.64,4/27/2013 23:00,1.61,Partly cloudy throughout the day.
17.54,wind,0.67,6.78,0.81,6/21/2013 23:00,12.01,Breezy and mostly cloudy until evening.
18.36,partly-cloudy-day,0.17,4.46,0.81,9/27/2013 23:00,12.43,Partly cloudy until evening.
22.11,partly-cloudy-day,0.41,1.35,0.68,8/5/2013 23:00,12.23,Mostly cloudy until evening.
4.93,fog,0.86,4.34,0.91,2/26/2013 0:00,2.98,Foggy until afternoon.
16.32,partly-cloudy-day,0.26,2.95,0.62,4/30/2013 23:00,4.42,Partly cloudy until evening.
9.87,partly-cloudy-day,0.23,2.75,0.63,4/5/2013 23:00,0.64,Partly cloudy until afternoon.
12.54,wind,0.68,6.12,0.91,12/15/2013 0:00,8.11,Mostly cloudy until evening and breezy starting in the evening.
10.12,fog,0.11,0.4,0.79,2/19/2013 0:00,-1.43,Foggy overnight.
5.31,partly-cloudy-day,0.59,3.52,0.63,3/29/2013 0:00,-0.52,Mostly cloudy throughout the day.
20.07,partly-cloudy-day,0.27,4.16,0.6,6/3/2013 23:00,7.64,"Partly cloudy starting in the afternoon, continuing until evening."
27.56,partly-cloudy-day,0.18,3.24,0.6,7/17/2013 23:00,17.5,Partly cloudy until evening.
22.98,partly-cloudy-day,0.43,4.52,0.7,8/3/2013 23:00,14.79,Mostly cloudy until evening.
14.56,partly-cloudy-day,0.59,1.94,0.67,5/17/2013 23:00,9.12,Mostly cloudy until evening.
22.42,partly-cloudy-day,0.57,4.45,0.73,8/17/2013 23:00,15.92,Mostly cloudy until evening.
2.38,partly-cloudy-day,0.58,3.28,0.85,1/15/2013 0:00,-0.83,Mostly cloudy until evening.
18.66,partly-cloudy-day,0.26,2.84,0.66,6/2/2013 23:00,7.24,Partly cloudy throughout the day.
4.69,partly-cloudy-day,0.66,2.02,0.72,3/2/2013 0:00,0.63,Mostly cloudy until evening.
9.63,fog,0.68,2.2,0.93,3/7/2013 0:00,7.43,Foggy starting in the afternoon.
7.34,partly-cloudy-day,0.63,5.89,0.61,4/4/2013 23:00,1.88,Partly cloudy throughout the day.
12.13,partly-cloudy-day,0.67,1.48,0.86,5/27/2013 23:00,9.78,Mostly cloudy until evening.
11.95,partly-cloudy-day,0.47,2.33,0.69,4/18/2013 23:00,6.17,Partly cloudy until evening.
15.13,partly-cloudy-day,0.36,1.64,0.74,5/15/2013 23:00,4.17,Partly cloudy throughout the day.
17.29,partly-cloudy-day,0.26,4.15,0.84,10/16/2013 23:00,11.82,Partly cloudy until evening.
13.41,partly-cloudy-day,0.45,4.51,0.59,4/28/2013 23:00,7.98,Partly cloudy until evening.
4.88,fog,0.68,4.86,0.78,2/20/2013 0:00,1.83,Foggy in the morning.
19.35,partly-cloudy-day,0.33,3.03,0.74,4/23/2013 23:00,9.45,Partly cloudy until evening.
8.81,partly-cloudy-day,0.7,3.87,0.83,4/8/2013 23:00,3.45,Mostly cloudy throughout the day.
11,partly-cloudy-day,0.5,2,0.9,11/8/2013 0:00,5.29,Mostly cloudy until evening.
20.22,wind,0.57,5.13,0.82,8/16/2013 23:00,14.12,Mostly cloudy throughout the day and breezy starting in the evening.
11.01,partly-cloudy-day,0.32,2.69,0.89,12/9/2013 0:00,5.06,Mostly cloudy until evening.
14.87,partly-cloudy-day,0.32,3.46,0.67,5/24/2013 23:00,5.64,Partly cloudy until evening.
2.82,partly-cloudy-day,0.75,4.23,0.82,1/23/2013 0:00,1.38,Mostly cloudy throughout the day.
13.97,partly-cloudy-day,0.55,2.95,0.89,11/1/2013 0:00,11.48,Mostly cloudy until evening.
6.56,partly-cloudy-night,0.27,1.81,0.67,3/14/2013 0:00,-0.91,Partly cloudy throughout the day.
20.99,partly-cloudy-day,0.22,1.13,0.63,5/5/2013 23:00,10.48,Partly cloudy until evening.
17.28,wind,0.29,4.34,0.58,5/26/2013 23:00,6.32,"Partly cloudy throughout the day and breezy starting in the afternoon, continuing until evening."
15.87,wind,0.32,7.05,0.81,10/26/2013 23:00,11.66,Breezy and mostly cloudy until evening.
14.06,wind,0.61,6.61,0.68,5/12/2013 23:00,7.45,Breezy and mostly cloudy until evening.
21.49,partly-cloudy-day,0.37,2.95,0.64,8/6/2013 23:00,14.97,Partly cloudy until evening.
17.94,partly-cloudy-day,0.49,1.58,0.87,10/4/2013 23:00,13.67,Mostly cloudy throughout the day.
18.84,partly-cloudy-day,0.69,1.96,0.9,9/21/2013 23:00,14.25,Mostly cloudy until evening.
3.43,partly-cloudy-day,0.7,1.55,0.94,1/10/2013 0:00,1.16,Mostly cloudy throughout the day.
13.16,wind,0.77,5.86,0.86,10/10/2013 23:00,8.66,Mostly cloudy until evening and breezy starting in the afternoon.
1.75,partly-cloudy-day,0.69,4.99,0.65,3/26/2013 0:00,0.77,Mostly cloudy throughout the day.
11.41,partly-cloudy-day,0.66,4.36,0.91,1/3/2013 0:00,9.65,Mostly cloudy throughout the day.
12.38,partly-cloudy-day,0.25,4.77,0.77,10/29/2013 0:00,6.86,Partly cloudy until evening.
11.82,partly-cloudy-day,0.45,6.07,0.68,10/9/2013 23:00,7.6,Partly cloudy throughout the day.
5.59,partly-cloudy-day,0.41,3.08,0.78,2/8/2013 0:00,0.81,Partly cloudy throughout the day.
11.3,fog,0.69,2.28,0.9,4/10/2013 23:00,5.93,Foggy in the morning.
16.06,wind,0.49,7.68,0.81,10/28/2013 0:00,9,Breezy until afternoon and partly cloudy until evening.
23.56,partly-cloudy-day,0.55,4.47,0.8,7/30/2013 23:00,16.49,Mostly cloudy until evening.
16.96,partly-cloudy-day,0.2,2.9,0.43,5/1/2013 23:00,5.43,Partly cloudy until evening.
13.14,partly-cloudy-day,0.16,2.21,0.66,4/19/2013 23:00,2.88,Partly cloudy until evening.
23.53,partly-cloudy-day,0.37,1.6,0.6,8/19/2013 23:00,12.16,Partly cloudy until evening.
